no,id,日期,起始时间点,结束时间点,歌曲文件名,歌曲名,原唱,版本号,版本名,时间轴,状态,歌词
636,A000637,2021.11.03,0.0,127032.0, 热恋冰淇淋,热恋冰淇淋,yihuik苡慧,,,0,0,"[ti:热恋冰淇淋]
[ar:yihuik苡慧]
[al:热恋冰淇淋]
[by:mengxin_karakal]
[offset:0]
[00:00.00]热恋冰淇淋 - yihuik苡慧
[00:00.04]词：有礼@汐音社
[00:00.08]曲：G.I.R@汐音社
[00:00.10]编曲：王大夫
[00:00.13]混音/母带：欧姆@FLOWSIXTEEN
[00:00.17]和声：夏初安
[00:00.19]制作人：郑翰文/沈炳@FLOWSIXTEEN
[00:00.24]制作企划：郑翰文/沈炳@FLOWSIXTEEN
[00:00.30]监制：丁聪/桑玉泓
[00:00.34]统筹：黄大美/刘亨
[00:00.38]企宣：黎婧
[00:00.40]封面：何晓婷
[00:00.42]出品：齐鼓文化
[00:00.45]发行：扭湃哇音乐
[00:00.53]咬一口热恋冰淇淋
[00:02.97]牵你手漫步夏夜里
[00:05.65]
[00:06.22]星星不经意
[00:08.03]偷溜进
[00:09.05]你的眼睛
[00:11.20]
[00:14.75]流萤纷飞的夜里
[00:16.65]走走停停
[00:18.64]
[00:19.49]烟火浓郁的气息
[00:21.73]喧嚣安静
[00:23.61]
[00:24.50]世间的美之于你
[00:26.78]全都沦为伏笔
[00:29.60]海风追潮汐 我追上你
[00:33.37]咬一口热恋冰淇淋
[00:35.86]牵你手漫步夏夜里
[00:39.05]星星不经意
[00:40.92]偷溜进
[00:41.91]你的眼睛
[00:44.33]相视的笑意
[00:46.00]被月亮照得通明
[00:48.98]难得浪漫灵魂相遇
[00:51.61]落吻默契
[00:53.92]
[01:04.89]流萤纷飞的夜里
[01:07.15]走走停停
[01:09.13]
[01:10.02]烟火浓郁的气息
[01:12.23]喧嚣安静
[01:14.16]
[01:15.05]世间的美之于你
[01:17.31]全都沦为伏笔
[01:20.14]海风追潮汐 我追上你
[01:24.06]咬一口热恋冰淇淋
[01:26.46]牵你手漫步夏夜里
[01:29.66]星星不经意
[01:31.42]偷溜进
[01:32.47]你的眼睛
[01:34.80]相视的笑意
[01:36.48]被月亮照得通明
[01:39.52]难得浪漫灵魂相遇
[01:42.45]落吻默契
[01:44.07]咬一口热恋冰淇淋
[01:46.54]牵你手漫步夏夜里
[01:49.82]星星不经意
[01:51.59]偷溜进
[01:52.58]你的眼睛
[01:55.04]相视的笑意
[01:56.62]被月亮照得通明
[01:59.68]难得浪漫灵魂相遇
[02:02.54]落吻默契"
637,A000638,2021.11.03,0.0,231024.0, 狐狸,狐狸,薛之谦,,,0,0,"[ti:狐狸 (《二代妖精之今生有幸》电影推广曲)]
[ar:薛之谦]
[al:狐狸]
[by:]
[offset:0]
[00:00.00]狐狸 - 薛之谦
[00:02.74]词：薛之谦
[00:05.48]曲：周以力
[00:08.22]前提 是你要先感受到一丝恶意
[00:14.48]
[00:15.56]具体 请闯入我森林
[00:19.99]
[00:23.00]建议 是你别再玩弄那些小把戏
[00:29.88]我的领地 需要你
[00:35.68]
[00:37.64]都铜墙铁壁 那谁来负责表心意
[00:43.58]
[00:45.01]当猎枪响起 看看谁在回避
[00:50.64]
[00:52.11]我内心表现很积极
[00:56.11]一路都能尾随你
[00:59.47]我尽量保持好距离
[01:03.53]衷心让人看不起
[01:06.77]世人太警惕 道听途说里
[01:10.49]口碑轮不到狐狸
[01:14.04]可总是有人来不及证明
[01:19.00]
[01:20.79]就已被看腻
[01:23.94]
[01:29.48]怀里 温度太低感受不到我善意
[01:35.85]
[01:36.76]具体 我心脏在哪里
[01:41.46]
[01:44.11]怀疑 哪种经历配得上这种陷阱
[01:50.59]
[01:51.18]用我领地 讨好你
[01:56.67]
[01:58.77]像觅食群体 展现的褒贬不一
[02:04.45]
[02:06.09]当空枪响起 狐狸还在原地
[02:12.72]
[02:15.25]我还要怎样取悦你
[02:19.20]举止要纯洁无比
[02:22.51]我尽量学会很压抑
[02:26.64]代价是不揭穿你
[02:29.85]世人太警惕 道听途说里
[02:33.63]口碑轮不到狐狸
[02:37.69]总是有人来不及证明
[02:42.94]
[02:43.79]就已被看腻 看腻
[02:56.56]
[02:59.34]要确保五官很立体
[03:03.43]看不出我是狐狸
[03:06.75]再尽量展现出才艺
[03:10.87]尾巴也不能翘起
[03:14.11]心跳不整齐 内脏有偏离
[03:17.87]这和爱有何关系
[03:21.74]大不了当你离开我森林
[03:27.35]
[03:28.13]把皮毛送你
[03:31.86]
[03:38.71]到底 哪种经历配得上这种陷阱
[03:47.52]
[03:49.78]制作人：周以力
[03:49.97]编曲人：周以力
[03:50.20]吉他：张凇
[03:50.37]贝斯：陈然然
[03:50.57]鼓：尹森
[03:50.70]大提琴：郎莹
[03:50.90]女声：龙利
[03:51.06]合声：薛之谦
[03:51.26]录音师：王晓海
[03:51.49]录音室：北京录顶技录音棚
[03:51.89]混音：赵靖
[03:52.05]母带：全相彦"
638,A000639,2021.11.03,0.0,208032.0, 猪猪侠 2.0,猪猪侠,陈洁丽,2.0,,0,0,"[ti:猪猪侠]
[ar:陈洁丽]
[al:猪猪侠]
[by:]
[offset:0]
[00:00.00]猪猪侠 - 陈洁丽
[00:02.86]词：王巍
[00:05.72]曲：王巍
[00:08.58]噜啦噜啦咧 噜啦噜啦咧
[00:11.87]噜啦噜啦咧 噜啦噜啦咧
[00:15.25]勇敢向前进 前进有奖品
[00:18.72]我要跑第一
[00:20.49]要开飞机 要电视机
[00:22.19]要CD机 要mp3
[00:23.91]要冰淇淋 要人民币
[00:25.62]不要太贪心
[00:27.33]聪明勇敢有力气
[00:30.17]我真的羡慕我自己
[00:34.19]呼啦圈也没问题
[00:37.02]后空翻两周再敬个礼
[00:41.06]天南地北不放弃
[00:43.80]去寻找减肥的朱古力
[00:47.94]圆头圆脑圆肚皮
[00:50.70]里面是生命的真谛
[00:54.17]让我们呼啦啦啦啦啦高歌一曲
[00:58.27]我来弹琴 呀 你吹牛皮
[01:01.67]我要开飞机 我要当经理
[01:05.06]我要拿高薪 还有冰淇淋
[01:08.46]我要得第一 不能太费力
[01:11.90]我们和你心 有 灵 犀
[01:20.47]西医说我要拉皮
[01:23.28]中医说我要注意体型
[01:27.33]千山万水不怕崎岖
[01:30.13]最后才发现无药可医
[01:34.19]我也曾经跑第一
[01:36.97]是因为第一才有雪批
[01:41.04]我也思考人生意义
[01:43.84]才发现自己真了不起
[01:47.34]忍不住呼啦啦啦啦啦高歌一曲
[01:51.43]我来弹琴 呀 你吹牛皮
[01:54.81]我要开飞机 我要当经理
[01:58.18]我要拿高薪 还有冰淇淋
[02:01.59]我要得第一 不能太费力
[02:05.02]我们和你心 有 灵 犀
[02:13.65]噜啦噜啦咧 啦噜啦噜啦咧
[02:20.48]噜啦噜啦噜啦咧 啦噜啦噜啦咧
[02:27.36]不要太得意 除非有我关照你
[02:34.22]天天吃饭不容易
[02:37.46]还要保持goodFit
[02:39.40]要开飞机 要电视机
[02:41.05]要CD机 要mp3
[02:42.79]要冰淇淋 要人民币
[02:44.55]不要太贪心
[02:46.16]我要去减肥 除非冰淇淋
[02:49.57]不再那么贵 三块二毛一
[02:53.03]我也要人陪 除非我有米
[02:56.46]去换红玫瑰 然后送给你
[02:59.84]I&apos;m just loving you
[03:01.90]天天好开心
[03:03.34]I&apos;m just loving you
[03:05.36]不要再犹豫
[03:06.78]I&apos;m just loving you
[03:08.78]不怕炒鱿鱼
[03:10.16]I&apos;m just loving you"
639,A000640,2021.11.03,0.0,248040.0, 红色高跟鞋,红色高跟鞋,隔壁老樊,,,0,0,"[ti:红色高跟鞋]
[ar:隔壁老樊]
[al:红色高跟鞋]
[by:]
[offset:0]
[00:00.00]红色高跟鞋 - 隔壁老樊
[00:02.00]词：蔡健雅
[00:04.00]曲：蔡健雅
[00:06.00]制作人：段小林
[00:08.00]编曲：闫津
[00:10.00]鼓手：郝稷伦
[00:12.00]贝斯：韩阳
[00:14.00]吉他：黄超
[00:16.00]录音：张明懂
[00:18.00]混音：段小林
[00:20.00]封面：蒋爱珍
[00:22.00]录音棚：北京好听音乐录音棚
[00:24.00]出品：北京好听音乐科技有限公司
[00:26.01]该怎么去形容你最贴切
[00:32.12]拿什么跟你作比较才算特别
[00:38.20]对你的感觉 强烈
[00:41.22]却又不太了解 只凭直觉
[00:48.15]你像窝在被子里的舒服
[00:53.91]却又像风捉摸不住
[00:59.44]像手腕上散发的香水味
[01:05.39]像爱不释手的 红色高跟鞋
[01:38.21]该怎么去形容你最贴切
[01:44.20]拿什么跟你作比较才算特别
[01:50.11]对你的感觉 强烈
[01:53.15]却又不太了解 只凭直觉
[01:59.97]你像窝在被子里的舒服
[02:05.89]却又像风捉摸不住
[02:11.61]像手腕上散发的香水味
[02:17.41]像爱不释手的 红色高跟鞋
[02:42.43]你像窝在被子里的舒服
[02:47.62]却又像风 捉摸不住
[02:53.52]像手腕上散发的香水味
[02:59.49]像爱不释手的
[03:05.85]我爱你有种左灯右行的冲突
[03:11.84]疯狂却怕没有退路
[03:17.52]你能否让我停止这种追逐
[03:23.44]就这么双 唯一的 红色高跟鞋"
640,A000641,2021.11.03,0.0,293016.0, 花海 2.0,花海,,2.0,,0,2,
641,A000642,2021.11.03,0.0,146016.0, 花海,花海,,,,0,2,
642,A000643,2021.11.03,0.0,214032.0, 走马,走马,江意间,,,0,0,"[ti:走马]
[ar:江意间]
[al:走马]
[by:]
[offset:0]
[00:00.00]走马 - 江意间
[00:02.60]词：陈粒
[00:05.21]曲：陈粒
[00:07.81]（未经许可,不得翻唱或使用）
[00:15.63]窗外雨都停了
[00:17.68]屋里灯还亮着
[00:19.36]数着你的冷漠
[00:21.58]把玩着寂寞
[00:23.20]电话还没拨已经口渴
[00:26.21]
[00:27.03]为你熬的夜都冷了
[00:29.22]数的羊都跑了
[00:31.20]一个两个
[00:32.70]
[00:33.21]嘲笑我
[00:34.98]笑我耳朵失灵的
[00:37.47]
[00:38.15]笑我放你走了走了走了
[00:41.87]
[00:42.84]走了
[00:44.66]
[00:47.38]路人穿街过河
[00:49.16]好景只有片刻
[00:51.22]森林都会凋落
[00:53.18]风吹走云朵
[00:54.43]
[00:55.02]你留给我的迷离扑朔
[00:58.03]
[00:58.55]岁月风干我的执着
[01:00.97]我还是把回忆紧握
[01:03.95]太多都散落
[01:06.61]散落太多好难过
[01:09.34]
[01:10.11]难过时你走了走了走了
[01:13.65]
[01:14.68]走了
[01:16.05]
[01:19.25]过了很久终于我愿抬头看
[01:22.47]
[01:23.14]你就在对岸走得好慢
[01:26.49]
[01:27.28]任由我独自在假寐与现实之间两难
[01:34.89]过了很久终于我愿抬头看
[01:38.04]
[01:38.61]你就在对岸等我勇敢
[01:42.01]你还是我的我的我的
[01:46.04]你看
[01:47.85]
[02:05.66]浪漫无处消磨
[02:07.19]无聊伴着生活
[02:09.12]空荡荡的自我
[02:11.11]莫名地焦灼
[02:12.98]世界孤立我
[02:14.60]任它奚落
[02:16.12]
[02:16.72]我只保持我的沉默
[02:19.05]明白什么才是好的坏的
[02:23.11]都散了
[02:24.69]散了太多无关的
[02:27.34]
[02:28.08]散了后我醒了醒了醒了
[02:31.80]
[02:32.61]醒了
[02:34.39]
[02:37.29]过了很久终于我愿抬头看
[02:41.24]你就在对岸走得好慢
[02:44.64]
[02:45.23]任由我独自在假寐与现实之间两难
[02:53.02]过了很久终于我愿抬头看
[02:56.39]
[02:56.89]你就在对岸等我勇敢
[03:00.21]你还是我的我的我的
[03:04.33]你看
[03:06.06]
[03:09.10]浪漫无处消磨
[03:11.06]无聊伴着生活
[03:13.18]空荡荡的自我
[03:15.15]莫名地焦灼
[03:16.46]
[03:16.97]世界孤立我
[03:18.44]任它奚落
[03:20.60]我只保持我的沉默
[03:23.19]明白什么才是好的坏的
[03:27.17]都散了
[03:28.89]散了太多无关的
[03:31.47]
[03:32.13]散了后我醒了醒了醒了
[03:35.82]
[03:36.80]醒了"
643,A000644,2021.11.03,0.0,250008.0, 迷迭香,迷迭香,周杰伦,,,0,0,"[ti:迷迭香]
[ar:周杰伦]
[al:依然范特西]
[by:]
[offset:0]
[00:00.00]迷迭香 - 周杰伦 (Jay Chou)
[00:08.87]词：方文山
[00:17.74]曲：周杰伦
[00:26.61]编曲：钟兴民
[00:35.49]你的嘴角 微微上翘
[00:42.63]
[00:43.52]性感得无可救药
[00:50.28]
[00:51.69]想象不到 如此心跳
[00:59.02]
[00:59.69]你的一切都想要
[01:07.27]
[01:09.08]软性的饮料 上升的气泡
[01:12.82]我将对你的喜好
[01:14.88]一瓶装 全喝掉
[01:17.55]这里最不缺就是热闹
[01:21.45]你煽情 给拥抱
[01:25.09]烛火在燃烧 有某种情调
[01:28.84]眼神失焦了几秒 关于你的舞蹈
[01:33.58]你慵懒的扭动着腰 受不了
[01:39.25]
[01:40.46]你随风飘扬的笑
[01:43.08]
[01:44.13]有迷迭香的味道
[01:47.39]
[01:48.37]语带薄荷味的撒娇
[01:51.59]对我发出恋爱的讯号
[01:55.01]
[01:56.68]你优雅地像一只猫
[02:00.03]
[02:00.60]动作轻盈地围绕
[02:03.95]
[02:04.83]爱的甜味蔓延发酵
[02:08.09]暧昧来得刚好
[02:10.89]
[02:30.26]软性的饮料上升的气泡
[02:34.05]我将对你的喜好
[02:36.16]一瓶装 全喝掉
[02:38.72]这里最不缺就是热闹
[02:42.60]你煽情 给拥抱
[02:46.20]
[02:46.73]烛火在燃烧 有某种情调
[02:50.27]眼神失焦了几秒 关于你的舞蹈
[02:55.13]你慵懒的扭动着腰 受不了
[03:00.24]
[03:01.63]你随风飘扬的笑
[03:04.24]
[03:05.43]有迷迭香的味道
[03:08.79]
[03:09.53]语带薄荷味的撒娇
[03:12.94]对我发出恋爱的讯号
[03:15.59]
[03:17.93]你优雅地像一只猫
[03:21.26]
[03:21.88]动作轻盈地围绕
[03:24.98]
[03:26.11]爱的甜味蔓延发酵
[03:29.12]暧昧来得刚好
[03:32.75]
[03:35.61]你的嘴角 微微上翘
[03:37.62]性感得无可救药
[03:39.60]想象不到 如此心跳
[03:41.65]你的一切都想要
[03:43.68]你的唇膏 鲜艳讨好
[03:45.68]一股自信的骄傲
[03:48.13]什么预兆 气氛微妙
[03:49.86]因为爱你我知道
[03:51.89]预兆 气氛微妙
[03:58.23]
[03:58.93]因为爱 你我知道"
644,A000645,2021.11.03,0.0,287040.0, 鱼,鱼,陈绮贞,,,0,0,"[ti:鱼]
[ar:陈绮贞]
[al:太阳]
[by:zhaoxin_karakal]
[offset:0]
[00:00.00]鱼 - 陈绮贞 (Cheer Chen)
[00:10.74]词：陈绮贞
[00:21.48]曲：陈绮贞
[00:32.22]我坐在椅子上 看日出复活
[00:38.08]
[00:38.99]我坐在夕阳里 看城市的衰弱
[00:44.91]
[00:46.13]我摘下一片叶子 让它代替我
[00:51.92]
[00:53.07]观察离开后的变化
[00:58.26]
[00:59.26]曾经狂奔 舞蹈 贪婪的说话
[01:05.69]
[01:06.50]随着冷的湿的心
[01:10.81]腐化
[01:13.33]
[01:14.01]带不走的丢不掉的
[01:17.54]让大雨侵蚀吧
[01:19.75]
[01:20.86]让它推向我在边界
[01:24.23]奋不顾身挣扎
[01:26.98]
[01:27.90]如果有一个怀抱 勇敢不计代价
[01:33.76]
[01:34.47]别让我飞
[01:36.06]将我温柔豢养
[01:41.46]
[01:48.77]我坐在椅子上 看日出复活
[01:54.75]
[01:55.61]我坐在夕阳里 看城市的衰弱
[02:01.60]
[02:02.67]我摘下一片叶子 让它代替我
[02:08.79]
[02:09.60]观察离开后的变化
[02:15.76]曾经狂奔 舞蹈 贪婪的说话
[02:22.49]
[02:23.20]随着冷的湿的心
[02:27.25]腐化
[02:30.54]带不走的留不下的
[02:34.04]我全都交付它
[02:36.08]
[02:37.39]让它捧着我在手掌
[02:40.72]自由自在挥洒
[02:43.43]
[02:44.27]如果有一个世界 混浊的不像话
[02:50.69]原谅我飞
[02:52.69]曾经眷恋太阳
[03:00.31]
[03:22.80]带不走的丢不掉的
[03:26.22]让大雨侵蚀吧
[03:28.50]
[03:29.62]让它推向我在边界
[03:33.17]奋不顾身挣扎
[03:35.65]
[03:36.52]如果有一个世界 混浊的不像话
[03:43.11]我会疯狂的爱上
[03:49.31]
[03:50.43]带不走的留不下的
[03:54.01]我全都交付它
[03:56.31]
[03:57.33]让它捧着我在手掌
[04:00.79]自由自在挥洒
[04:03.67]
[04:04.44]如果有一个怀抱 勇敢 不计代价
[04:10.48]
[04:10.99]别让我飞
[04:12.60]将我温柔豢养
[04:16.71]
[04:17.76]原谅我飞
[04:19.70]曾经眷恋太阳"
645,A000646,2021.11.04,0.0,240888.0, 万有引力 5.0,万有引力,汪苏泷,5.0,,0,0,"[ti:万有引力]
[ar:汪苏泷]
[al:万有引力]
[by:]
[offset:0]
[00:00.00]万有引力 - 汪苏泷 (Silence Wang)
[00:03.15]词：汪苏泷
[00:06.31]曲：汪苏泷
[00:09.46]制作人：胡皓/汪苏泷
[00:12.62]编曲：金若晨@光合声动
[00:15.77]和声编写：胡皓@光合声动
[00:18.93]和声：汪苏泷/阿莲
[00:22.08]吉他：谷粟
[00:25.24]录音：任寒冰@北京光合声动录音室
[00:28.39]混音：任寒冰@北京海尚录音室
[00:31.55]终于等到响起了下课铃
[00:34.50]已经约好在操场等你
[00:36.97]夏天真的是闷得可以
[00:39.49]带你去吃草莓冰淇淋
[00:41.91]如果你有一点坏心情
[00:44.38]我为你弹肖邦圆舞曲
[00:46.86]听到这首轻松的旋律
[00:49.29]好像吃了夹心巧克力
[00:52.23]当我偷偷看你
[00:54.25]当我偷偷地想着你
[00:56.82]想一些深奥的问题
[00:59.69]我们的爱情是丘比特安排的游戏
[01:05.04]还是月下老人他傻傻分不清
[01:09.96]你说靠在我的肩膀有心电感应
[01:14.80]说不清又不像是梦境
[01:19.26]我们的爱情是两颗星星眯着眼睛
[01:24.57]还是命中注定我们会在一起
[01:29.58]牛顿说过有种东西叫万有引力
[01:35.30]我因为你开始相信
[01:38.96]那些大道理
[01:50.23]天空有太阳暖暖地放晴
[01:53.24]却又期待下一场大雨
[01:55.75]我和你撑伞雨中穿行
[01:58.21]收集每一个点点滴滴
[02:00.68]喜欢你瞪着大大眼睛
[02:03.10]对什么事情都很好奇
[02:05.57]每天拿着苹果想定律
[02:08.01]可爱到连吃饭都忘记
[02:11.14]当我偷偷看你
[02:13.09]当我偷偷地想着你
[02:15.56]想一些深奥的问题
[02:18.43]我们的爱情是丘比特安排的游戏
[02:23.78]还是月下老人他傻傻分不清
[02:28.68]你说靠在我的肩膀有心电感应
[02:33.62]说不清又不像是梦境
[02:38.03]我们的爱情是两颗星星眯着眼睛
[02:43.42]还是命中注定我们会在一起
[02:48.35]牛顿说过有种东西叫万有引力
[02:53.98]我因为你开始相信
[02:57.65]那些大道理
[03:02.96]我们的爱情是丘比特安排的游戏
[03:08.22]还是月下老人他傻傻分不清
[03:13.04]你说靠在我的肩膀有心电感应
[03:18.00]说不清又不像是梦境
[03:22.37]我们的爱情是两颗星星眯着眼睛
[03:27.72]还是命中注定我们会在一起
[03:32.74]牛顿说过有种东西叫万有引力
[03:38.32]我因为你开始相信
[03:41.97]那些大道理"
646,A000647,2021.11.06,0.0,255720.0, Snow Halation,Snow Halation,μ's (缪斯),,,0,0,"[ti:Snow halation]
[ar:μ's (缪斯)]
[al:Snow halation]
[by:]
[offset:0]
[kana:111し1はた1あ1き1きょく1やま1だ1たか1ひろ1ふ1し1ぎ1き1も1そら1ふ1とく1べつ1き1せつ1いろ1み1はじ1で1あ1とき1よ1かん1さわ1こころ1とど1せつ1な1まえ1おも1かさ1ま1くや1す1じゅん1じょう1び1ねつ1なか1と1こ1ゆう1き1さん1せい1おと1け1はい1しず1うん1めい1か1み1らい1むね1こ1どう1はや1たと1こま1とき1か1だ1いそ1ま1おお1ゆめ1よう1こい1びと1きみ1い1やさ1め1いっ1き1あい1じょう1とど1せつ1な1まえ1おも1かさ1ま1くや1す1じゅん1じょう1び1ねつ1なか1と1こ1ゆう1き1さん1せい]
[00:00.42]Snow halation - μ's (缪斯)
[00:02.54]
[00:05.58]词：畑亜貴
[00:06.91]
[00:07.96]曲：山田高弘
[00:09.68]
[00:12.88]不思議だね いまの気持ち
[00:17.76]空から降ってきたみたい
[00:22.75]
[00:23.87]特別な季節の色が
[00:28.29]
[00:29.53]ときめきを見せるよ
[00:33.26]
[00:35.28]初めて出会った時から
[00:40.04]
[00:40.55]予感に騒ぐ心のMelody
[00:45.50]
[00:46.04]とめられないとまらない な・ぜ
[00:51.21]
[00:51.74]届けて 切なさには
[00:55.81]
[00:57.31]名前をつけようか
[01:01.13]""Snow halation""
[01:02.51]
[01:03.08]想いが重なるまで待てずに
[01:10.05]悔しいけど好きって純情
[01:14.16]微熱の中
[01:16.13]
[01:16.92]ためらってもダメだね
[01:19.04]
[01:19.73]飛び込む勇気に賛成
[01:22.76]
[01:24.04]まもなくStart!!
[01:25.12]
[01:36.29]音もなく 気配もなく
[01:39.95]
[01:40.89]静かに運命は変わる
[01:44.75]
[01:47.12]これからの未来に胸の
[01:51.36]
[01:52.60]鼓動が早くなる
[01:55.92]
[01:58.67]例えば困った時には
[02:03.78]すぐ駆けつけて抱きしめたくて
[02:09.34]どこにいてもどこでも
[02:12.43]
[02:13.44]Fly high
[02:14.51]
[02:15.14]急いで いつの間にか
[02:18.85]
[02:20.59]大きくなりすぎた
[02:24.43]""True emotion""
[02:26.48]夢だけみてる様じゃつらいよ
[02:34.11]恋人は君って言いたい
[02:37.39]優しい目が
[02:39.66]
[02:40.18]とまどってるイヤだよ
[02:42.09]
[02:42.97]このまま一気に愛情
[02:45.98]
[02:47.23]あずけてPlease!!
[02:48.39]
[03:10.76]届けて 切なさには
[03:14.29]
[03:16.19]名前をつけようか
[03:19.90]""Snow halation""
[03:21.26]
[03:21.82]想いが重なるまで待てずに
[03:29.03]悔しいけど好きって純情
[03:32.90]微熱の中
[03:34.78]
[03:35.66]ためらってもダメだね
[03:37.69]
[03:38.44]飛び込む勇気に賛成
[03:41.49]
[03:42.96]まもなくStart!!"
647,A000648,2021.11.06,0.0,94152.0, 冬天里的一把火,冬天里的一把火,,,,0,2,
648,A000649,2021.11.09,0.0,178440.0, 魂然天成,魂然天成,,,,0,2,
649,A000650,2021.11.10,0.0,234984.0, 一剪梅 [feat.乃琳],一剪梅,费玉清,,feat.乃琳,0,0,"[ti:一剪梅]
[ar:费玉清]
[al:天之大]
[by:]
[offset:0]
[00:00.00]一剪梅 - 费玉清 (Yu-Ching Fei)
[00:12.42]词：娃娃
[00:24.85]曲：陈彼得
[00:37.28]真情像草原广阔
[00:42.87]
[00:43.96]层层风雨不能阻隔
[00:49.87]
[00:50.67]总有云开 日出时候
[00:57.11]
[00:57.92]万丈阳光照耀你我
[01:03.28]
[01:04.26]真情像梅花开过
[01:09.89]
[01:10.98]冷冷冰雪不能掩没
[01:17.06]
[01:17.73]就在最冷 枝头绽放
[01:24.12]
[01:24.89]看见春天走向你我
[01:30.44]
[01:31.59]雪花飘飘北风萧萧
[01:38.43]天地 一片 苍茫
[01:44.45]
[01:45.13]一剪寒梅 傲立雪中
[01:51.26]
[01:51.90]只为 伊人 飘香
[01:58.13]
[01:58.75]爱我所爱无怨无悔
[02:05.40]此情 长留 心间
[02:19.05]
[02:46.07]雪花飘飘北风萧萧
[02:52.77]天地 一片 苍茫
[02:58.69]
[02:59.46]一剪寒梅 傲立雪中
[03:05.67]
[03:06.26]只为 伊人 飘香
[03:12.34]
[03:13.06]爱我所爱无怨无悔
[03:19.23]
[03:19.76]此情 长留 心间"
650,A000651,2021.11.10,0.0,287640.0, 小情歌,小情歌,鱼丁糸,,,0,0,"[ti:小情歌]
[ar:鱼丁糸]
[al:小宇宙 (鱼版)]
[by:v_yaoxiong]
[offset:0]
[00:00.00]小情歌 (鱼版) - 鱼丁糸
[00:01.29]词：吴青峰
[00:01.77]曲：吴青峰
[00:29.22]
[00:30.08]这是一首简单的小情歌
[00:36.17]
[00:37.07]唱着人们心肠的曲折
[00:42.27]
[00:43.27]我想我很快乐 当有你的温热
[00:50.62]
[00:51.22]脚边的空气转了
[01:13.70]这是一首简单的小情歌
[01:20.91]唱着我们心头的白鸽
[01:26.31]
[01:27.04]我想我很适合 当一个歌颂者
[01:34.17]
[01:34.88]青春在风中飘着
[01:40.64]
[01:41.57]你知道 就算大雨让这座城市颠倒
[01:46.36]我会给你怀抱
[01:49.08]受不了 看见你背影来到
[01:52.50]写下我 度秒如年难捱的离骚
[01:57.02]就算整个世界被寂寞绑票
[02:00.95]我也不会奔跑
[02:03.55]逃不了 最后谁也都苍老
[02:07.01]写下我 时间和琴声交错的城堡
[02:29.99]这是一首简单的小情歌
[02:36.51]
[02:37.03]唱着我们心头的白鸽
[02:43.35]我想我很适合 当一个歌颂者
[02:50.48]
[02:51.20]青春在风中飘着
[02:57.30]
[02:57.90]你知道 就算大雨让这座城市颠倒
[03:02.74]我会给你怀抱
[03:05.30]受不了 看见你背影来到
[03:08.83]写下我 度秒如年难捱的离骚
[03:13.32]就算整个世界被寂寞绑票
[03:17.20]我也不会奔跑
[03:19.85]逃不了 最后谁也都苍老
[03:23.34]写下我 时间和琴声交错的城堡
[03:29.83]你知道 就算大雨让这座城市颠倒
[03:35.27]我会给你怀抱
[03:38.02]受不了 看见你背影来到
[03:41.50]写下我 度秒如年难捱的离骚
[03:45.58]
[03:46.16]就算整个世界被寂寞绑票
[03:49.83]我也不会奔跑
[03:53.42]最后谁也都苍老
[03:56.16]写下我 时间和琴声交错的城堡"
